rotation_id,document_id,page_id,dataset,dataset_component,document_type,project_split,true_angle,true_zone,raw_cluster_id,predicted_zone,correct,nearest_distance,second_nearest_distance,confidence,centroid_distances,feature_configuration_hash,preprocessing_hash,model_version,image_path
rotation_0957eb6736ee2345,coru_doc_c26626a3360eb7,coru_page_d8b6e0c621c3be,coru,Receipt Images & Key Information Detection,receipt,test,271.0,4,1,2,0,55.070377349853516,56.53944778442383,0.025983105462431308,"[56.53944778442383, 55.070377349853516, 61.56415939331055, 61.902835845947266]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/coru_page_d8b6e0c621c3be_angle_271_zone_4.png
rotation_0a1f10fd47a578c8,fatura_doc_a4fc0fe0762abd,fatura_page_d1d51e7a142acf,fatura,invoices_dataset_final,invoice,test,91.0,2,2,4,0,43.26084518432617,46.634891510009766,0.07235025570841919,"[57.87174606323242, 54.19042205810547, 43.26084518432617, 46.634891510009766]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_d1d51e7a142acf_angle_091_zone_2.png
rotation_0a64ae1b9c8bd904,sroie_doc_88ecf73b0adc76,sroie_page_74ff0d96088a75,sroie,SROIE2019,receipt,test,0.0,1,1,2,0,56.29203414916992,57.07024383544922,0.013635997219901686,"[57.07024383544922, 56.29203414916992, 60.40133285522461, 61.52456283569336]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/sroie_page_74ff0d96088a75_angle_000_zone_1.png
rotation_0a8fac6a60cb4288,coru_doc_7e798d3981909a,coru_page_65be159ea98b37,coru,Receipt Question Answering,receipt,test,315.0,4,1,2,0,31.796113967895508,45.97669219970703,0.3084297184803104,"[46.621646881103516, 31.796113967895508, 45.97669219970703, 50.59482955932617]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/coru_page_65be159ea98b37_angle_315_zone_4.png
rotation_0aa74b1ba751fbb2,sroie_doc_5c3e17441a7a56,sroie_page_1648b7293dde38,sroie,SROIE2019,receipt,test,180.0,3,2,4,0,50.101463317871094,51.3541374206543,0.02439285646105285,"[51.627838134765625, 51.3541374206543, 50.101463317871094, 51.43244934082031]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/sroie_page_1648b7293dde38_angle_180_zone_3.png
rotation_0ad100166e1e7f7a,sroie_doc_5c3e17441a7a56,sroie_page_1648b7293dde38,sroie,SROIE2019,receipt,test,271.0,4,3,3,0,47.99323654174805,49.401302337646484,0.02850260477496389,"[50.175193786621094, 49.801631927490234, 49.401302337646484, 47.99323654174805]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/sroie_page_1648b7293dde38_angle_271_zone_4.png
rotation_0ae9e9a487f597b7,coru_doc_eb8a4a11848611,coru_page_e33d5c46149b94,coru,Receipt Question Answering,receipt,test,271.0,4,1,2,0,61.61538314819336,63.83949279785156,0.034839087094580626,"[63.83949279785156, 61.61538314819336, 71.91497802734375, 72.0425033569336]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/coru_page_e33d5c46149b94_angle_271_zone_4.png
rotation_0c2aaf5b2bd91625,coru_doc_7e798d3981909a,coru_page_65be159ea98b37,coru,Receipt Question Answering,receipt,test,271.0,4,1,2,0,60.666751861572266,63.91322708129883,0.05079504459377376,"[63.91322708129883, 60.666751861572266, 71.17635345458984, 71.08863830566406]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/coru_page_65be159ea98b37_angle_271_zone_4.png
rotation_0c5839e4f7077124,sroie_doc_bb4c40550e1b4f,sroie_page_13c634082278b5,sroie,SROIE2019,receipt,test,0.0,1,2,4,0,43.64836120605469,43.735836029052734,0.0020000720448087313,"[57.529991149902344, 56.69745635986328, 43.64836120605469, 43.735836029052734]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/sroie_page_13c634082278b5_angle_000_zone_1.png
rotation_0c693c65b4411d0f,fatura_doc_bbe7eb0ba8da2c,fatura_page_27d089dfccd852,fatura,invoices_dataset_final,invoice,test,271.0,4,3,3,0,44.63441467285156,45.026397705078125,0.00870562719216497,"[56.094993591308594, 56.19222640991211, 45.026397705078125, 44.63441467285156]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/fatura_page_27d089dfccd852_angle_271_zone_4.png
rotation_0da5728c9fdd2db8,fatura_doc_172e2bc37af51c,fatura_page_6ac44b105b5022,fatura,invoices_dataset_final,invoice,test,89.0,1,2,4,0,46.16517639160156,46.44116973876953,0.005942859508501287,"[56.508079528808594, 55.14169692993164, 46.16517639160156, 46.44116973876953]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/fatura_page_6ac44b105b5022_angle_089_zone_1.png
rotation_0e43a7ef968031dd,sroie_doc_bb4c40550e1b4f,sroie_page_13c634082278b5,sroie,SROIE2019,receipt,test,1.0,1,3,3,0,43.858612060546875,44.35364532470703,0.011161050248205864,"[56.796905517578125, 57.077762603759766, 44.35364532470703, 43.858612060546875]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/sroie_page_13c634082278b5_angle_001_zone_1.png
rotation_0f0ab44f26083810,coru_doc_cb7e92af30094b,coru_page_d622415ab6f5f9,coru,Receipt Images & Key Information Detection,receipt,test,1.0,1,1,2,0,51.68107223510742,52.06756591796875,0.007422925885766199,"[52.06756591796875, 51.68107223510742, 56.33451461791992, 56.46329879760742]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/coru_page_d622415ab6f5f9_angle_001_zone_1.png
rotation_0f1813613312401e,fatura_doc_a4fc0fe0762abd,fatura_page_d1d51e7a142acf,fatura,invoices_dataset_final,invoice,test,0.0,1,3,3,0,40.88957595825195,43.206787109375,0.053630721147054666,"[52.54972457885742, 55.88618850708008, 43.206787109375, 40.88957595825195]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/fatura_page_d1d51e7a142acf_angle_000_zone_1.png
rotation_0f217d98fcb65bad,funsd_doc_0f680f9afa3d22,funsd_page_3340e0e6a4395b,funsd,dataset,form,test,90.0,2,2,4,0,46.873817443847656,47.29468536376953,0.008898841734219131,"[53.00728988647461, 51.61455154418945, 46.873817443847656, 47.29468536376953]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/funsd_page_3340e0e6a4395b_angle_090_zone_2.png
rotation_0f2d685a73c9443b,sroie_doc_eb894fcc07d996,sroie_page_d1076bd5a73904,sroie,SROIE2019,receipt,test,179.0,2,2,4,0,42.48222732543945,43.458003997802734,0.022453324649070794,"[55.85322570800781, 53.813087463378906, 42.48222732543945, 43.458003997802734]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/sroie_page_d1076bd5a73904_angle_179_zone_2.png
rotation_0fb0177500616d86,fatura_doc_d9cc8b5b334628,fatura_page_af552210d25f33,fatura,invoices_dataset_final,invoice,test,181.0,3,2,4,0,40.87403869628906,41.954959869384766,0.025763847146102727,"[52.49593734741211, 50.769630432128906, 40.87403869628906, 41.954959869384766]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/fatura_page_af552210d25f33_angle_181_zone_3.png
rotation_0fdf24c5a1cf3a72,coru_doc_eb8a4a11848611,coru_page_e33d5c46149b94,coru,Receipt Question Answering,receipt,test,315.0,4,1,2,0,34.43080139160156,45.13923645019531,0.23723119619909777,"[45.13923645019531, 34.43080139160156, 45.79021453857422, 50.96246337890625]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/coru_page_e33d5c46149b94_angle_315_zone_4.png
rotation_1076716f43f5907e,sroie_doc_5c3e17441a7a56,sroie_page_1648b7293dde38,sroie,SROIE2019,receipt,test,1.0,1,2,4,0,50.36885070800781,50.95092010498047,0.011424119442266142,"[50.95092010498047, 51.25111770629883, 50.36885070800781, 51.444576263427734]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/sroie_page_1648b7293dde38_angle_001_zone_1.png
rotation_11ac074eddff0049,sroie_doc_bb4c40550e1b4f,sroie_page_13c634082278b5,sroie,SROIE2019,receipt,test,89.0,1,3,3,0,43.65044021606445,43.91026306152344,0.00591713251853996,"[57.429683685302734, 56.830604553222656, 43.91026306152344, 43.65044021606445]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/sroie_page_13c634082278b5_angle_089_zone_1.png
rotation_11f419e5bdd7c77d,coru_doc_7e798d3981909a,coru_page_65be159ea98b37,coru,Receipt Question Answering,receipt,test,225.0,3,0,1,0,31.44301414489746,46.311832427978516,0.32105873388197675,"[31.44301414489746, 46.566612243652344, 51.039608001708984, 46.311832427978516]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/coru_page_65be159ea98b37_angle_225_zone_3.png
rotation_1212826df7b8bace,coru_doc_14b7e2fa72ebf2,coru_page_4aec9a498a0a1e,coru,Receipt Images & Key Information Detection,receipt,test,225.0,3,0,1,0,31.56642723083496,45.710636138916016,0.309429272983565,"[31.56642723083496, 45.710636138916016, 47.92864227294922, 49.094581604003906]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/coru_page_4aec9a498a0a1e_angle_225_zone_3.png
rotation_123090f718a77734,funsd_doc_315714468dc80e,funsd_page_ed06525b82d912,funsd,dataset,form,test,179.0,2,2,4,0,41.98103332519531,43.67105484008789,0.03869889383439443,"[46.642822265625, 48.493125915527344, 41.98103332519531, 43.67105484008789]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/funsd_page_ed06525b82d912_angle_179_zone_2.png
rotation_1233416e781d7f07,coru_doc_475ca86d665179,coru_page_5f894346392c6d,coru,Receipt Images & Key Information Detection,receipt,test,180.0,3,1,2,0,59.98767852783203,60.36539840698242,0.006257224985144802,"[60.36539840698242, 59.98767852783203, 66.1192626953125, 66.59646606445312]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/coru_page_5f894346392c6d_angle_180_zone_3.png
rotation_125c4e7159753115,sroie_doc_88ecf73b0adc76,sroie_page_74ff0d96088a75,sroie,SROIE2019,receipt,test,315.0,4,1,2,0,28.743696212768555,42.808746337890625,0.32855552494124074,"[47.253482818603516, 28.743696212768555, 42.808746337890625, 49.33462905883789]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/sroie_page_74ff0d96088a75_angle_315_zone_4.png
rotation_129c144b17128039,fatura_doc_5dabab70aa2976,fatura_page_1f3bb4928dce83,fatura,invoices_dataset_final,invoice,test,135.0,2,2,4,0,31.47024917602539,45.91057205200195,0.3145315388277085,"[48.5860481262207, 46.391788482666016, 31.47024917602539, 45.91057205200195]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_1f3bb4928dce83_angle_135_zone_2.png
rotation_132c70833a5bd55b,funsd_doc_2e0b7e6267b3ee,funsd_page_2e1af9e89ab9c3,funsd,dataset,form,test,270.0,4,3,3,0,53.02815246582031,53.57660675048828,0.010236823829142004,"[56.24320602416992, 55.24781799316406, 53.57660675048828, 53.02815246582031]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/funsd_page_2e1af9e89ab9c3_angle_270_zone_4.png
rotation_13914a4463e89f91,sroie_doc_a2827299a6553e,sroie_page_d5f9589597f09b,sroie,SROIE2019,receipt,test,315.0,4,1,2,0,27.881868362426758,42.13669967651367,0.33829966332252476,"[46.23292922973633, 27.881868362426758, 42.13669967651367, 50.23283767700195]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_4/sroie_page_d5f9589597f09b_angle_315_zone_4.png
rotation_146f1b6950fb426f,funsd_doc_41feee70f745b4,funsd_page_a95133b85a6c51,funsd,dataset,form,test,89.0,1,3,3,0,40.30241775512695,41.038673400878906,0.01794053230132398,"[50.21030807495117, 48.653289794921875, 41.038673400878906, 40.30241775512695]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/funsd_page_a95133b85a6c51_angle_089_zone_1.png
rotation_1474f2010a4401bd,fatura_doc_172e2bc37af51c,fatura_page_6ac44b105b5022,fatura,invoices_dataset_final,invoice,test,135.0,2,2,4,0,32.355628967285156,44.96611785888672,0.28044424317829636,"[49.73320007324219, 48.04283905029297, 32.355628967285156, 44.96611785888672]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_6ac44b105b5022_angle_135_zone_2.png
rotation_14a21493504facd6,fatura_doc_ed8fee4574b793,fatura_page_d9edfb267d0b7a,fatura,invoices_dataset_final,invoice,test,0.0,1,3,3,0,44.09638214111328,45.36670684814453,0.028001254560605284,"[53.24238204956055, 53.624855041503906, 45.36670684814453, 44.09638214111328]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/fatura_page_d9edfb267d0b7a_angle_000_zone_1.png
rotation_151a00f8d86512e6,fatura_doc_a4fc0fe0762abd,fatura_page_d1d51e7a142acf,fatura,invoices_dataset_final,invoice,test,179.0,2,3,3,0,40.204307556152344,41.295413970947266,0.02642197546590894,"[51.44633102416992, 54.64561462402344, 41.295413970947266, 40.204307556152344]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_d1d51e7a142acf_angle_179_zone_2.png
rotation_154733d406fc0d19,fatura_doc_ed8fee4574b793,fatura_page_d9edfb267d0b7a,fatura,invoices_dataset_final,invoice,test,90.0,2,2,4,0,46.5549430847168,48.22747039794922,0.034679971796811114,"[56.680015563964844, 56.12343978881836, 46.5549430847168, 48.22747039794922]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_d9edfb267d0b7a_angle_090_zone_2.png
rotation_15bed19ea5908926,sroie_doc_5428a062e7bf2b,sroie_page_8e930bd1752584,sroie,SROIE2019,receipt,test,269.0,3,0,1,0,47.8526496887207,48.43030548095703,0.011927568626703468,"[47.8526496887207, 48.43030548095703, 53.060997009277344, 51.84069061279297]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_3/sroie_page_8e930bd1752584_angle_269_zone_3.png
rotation_161e63351a583842,funsd_doc_2b8fa315c9f22d,funsd_page_74a62d817b2ab3,funsd,dataset,form,test,179.0,2,2,4,0,58.81670379638672,60.041690826416016,0.02040227403939714,"[62.57351303100586, 61.99860382080078, 58.81670379638672, 60.041690826416016]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/funsd_page_74a62d817b2ab3_angle_179_zone_2.png
rotation_1637634b1c70e261,fatura_doc_65121193c4c832,fatura_page_1a006c422a5e15,fatura,invoices_dataset_final,invoice,test,135.0,2,2,4,0,31.12749481201172,45.53882598876953,0.31646251004169135,"[48.51079559326172, 46.0692253112793, 31.12749481201172, 45.53882598876953]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_2/fatura_page_1a006c422a5e15_angle_135_zone_2.png
rotation_168dd301c34f9ec0,fatura_doc_c1f2f6019fa95f,fatura_page_b18c1d6dc7d160,fatura,invoices_dataset_final,invoice,test,0.0,1,2,4,0,40.63184356689453,42.97320556640625,0.05448422961823561,"[54.24803924560547, 51.58782958984375, 40.63184356689453, 42.97320556640625]",888fb4999c985ba0,ec5c4e99dff310d0,kmeans-rotation-v1,data/processed/rotated_images/full/test/zone_1/fatura_page_b18c1d6dc7d160_angle_000_zone_1.png
