example_id,build_id,document_id,page_id,dataset,document_type,language,project_split,split_group_id,token_source,image_path,normalized_annotation_path,model_example_path,ocr_route,token_count,label_count,entity_count,relation_count,canonical_field_count,alignment_coverage,entity_retention_rate,relation_retention_rate,canonical_retention_rate,data_quality_score,inference_realistic,is_private,is_usable,exclusion_reason,profile
funsd_page_d2011e1244c24d__ground_truth,development-c155e2ba6dcfb4b6,funsd_doc_b452cdad2f528e,funsd_page_d2011e1244c24d,funsd,form,en,test_in_domain,split_df16bba39d916cbe,ground_truth,data/raw/public/funsd/dataset/training_data/images/0060270727.png,data/processed/normalized_ie_annotations/funsd/funsd_page_d2011e1244c24d.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\ground_truth\funsd_page_d2011e1244c24d.json,,171,171,83,49,0,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
funsd_page_d2011e1244c24d__hybrid,development-c155e2ba6dcfb4b6,funsd_doc_b452cdad2f528e,funsd_page_d2011e1244c24d,funsd,form,en,test_in_domain,split_df16bba39d916cbe,hybrid,data/raw/public/funsd/dataset/training_data/images/0060270727.png,data/processed/normalized_ie_annotations/funsd/funsd_page_d2011e1244c24d.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\hybrid\funsd_page_d2011e1244c24d.json,general,188,188,83,49,0,0.5847953216374269,1.0,1.0,1.0,0.6059891778104869,false,false,true,,development
funsd_page_d2011e1244c24d__paddleocr,development-c155e2ba6dcfb4b6,funsd_doc_b452cdad2f528e,funsd_page_d2011e1244c24d,funsd,form,en,test_in_domain,split_df16bba39d916cbe,paddleocr,data/raw/public/funsd/dataset/training_data/images/0060270727.png,data/processed/normalized_ie_annotations/funsd/funsd_page_d2011e1244c24d.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\paddleocr\funsd_page_d2011e1244c24d.json,general,54,54,56,49,0,0.5847953216374269,0.6746987951807228,1.0,1.0,0.8137135395694705,true,false,true,,development
funsd_page_ed06525b82d912__ground_truth,development-c155e2ba6dcfb4b6,funsd_doc_315714468dc80e,funsd_page_ed06525b82d912,funsd,form,en,train,split_784b3c68c67d2aa4,ground_truth,data/raw/public/funsd/dataset/training_data/images/0012529284.png,data/processed/normalized_ie_annotations/funsd/funsd_page_ed06525b82d912.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\ground_truth\funsd_page_ed06525b82d912.json,,218,218,66,34,0,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
funsd_page_ed06525b82d912__hybrid,development-c155e2ba6dcfb4b6,funsd_doc_315714468dc80e,funsd_page_ed06525b82d912,funsd,form,en,train,split_784b3c68c67d2aa4,hybrid,data/raw/public/funsd/dataset/training_data/images/0012529284.png,data/processed/normalized_ie_annotations/funsd/funsd_page_ed06525b82d912.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\hybrid\funsd_page_ed06525b82d912.json,general,230,230,66,34,0,0.7614678899082569,1.0,1.0,1.0,0.6695282543334755,false,false,true,,development
funsd_page_ed06525b82d912__paddleocr,development-c155e2ba6dcfb4b6,funsd_doc_315714468dc80e,funsd_page_ed06525b82d912,funsd,form,en,train,split_784b3c68c67d2aa4,paddleocr,data/raw/public/funsd/dataset/training_data/images/0012529284.png,data/processed/normalized_ie_annotations/funsd/funsd_page_ed06525b82d912.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\paddleocr\funsd_page_ed06525b82d912.json,general,77,77,64,31,0,0.7614678899082569,0.9696969696969697,0.9117647058823529,1.0,0.8769208119616737,true,false,true,,development
sroie_page_851ff4c4e3a91c__ground_truth,development-c155e2ba6dcfb4b6,sroie_doc_5cb985a53f8d94,sroie_page_851ff4c4e3a91c,sroie,receipt,en,dev_calibration,split_366e3f4d5e3d134c,ground_truth,data/raw/public/sroie/SROIE2019/train/img/X51006328913.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_851ff4c4e3a91c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\ground_truth\sroie_page_851ff4c4e3a91c.json,,43,43,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
sroie_page_851ff4c4e3a91c__hybrid,development-c155e2ba6dcfb4b6,sroie_doc_5cb985a53f8d94,sroie_page_851ff4c4e3a91c,sroie,receipt,en,dev_calibration,split_366e3f4d5e3d134c,hybrid,data/raw/public/sroie/SROIE2019/train/img/X51006328913.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_851ff4c4e3a91c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\hybrid\sroie_page_851ff4c4e3a91c.json,general,47,47,4,0,4,0.9767441860465116,1.0,1.0,1.0,0.9444707027877661,false,false,true,,development
sroie_page_851ff4c4e3a91c__paddleocr,development-c155e2ba6dcfb4b6,sroie_doc_5cb985a53f8d94,sroie_page_851ff4c4e3a91c,sroie,receipt,en,dev_calibration,split_366e3f4d5e3d134c,paddleocr,data/raw/public/sroie/SROIE2019/train/img/X51006328913.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_851ff4c4e3a91c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\paddleocr\sroie_page_851ff4c4e3a91c.json,general,43,43,4,0,4,0.9767441860465116,1.0,1.0,1.0,0.9781329931163233,true,false,true,,development
sroie_page_ec09f3d1e6bc59__ground_truth,development-c155e2ba6dcfb4b6,sroie_doc_0c2c0ea9b9fce6,sroie_page_ec09f3d1e6bc59,sroie,receipt,en,dev_select,split_97ba63a9a55f11cf,ground_truth,data/raw/public/sroie/SROIE2019/test/img/X51007339127.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_ec09f3d1e6bc59.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\ground_truth\sroie_page_ec09f3d1e6bc59.json,,46,46,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
sroie_page_ec09f3d1e6bc59__hybrid,development-c155e2ba6dcfb4b6,sroie_doc_0c2c0ea9b9fce6,sroie_page_ec09f3d1e6bc59,sroie,receipt,en,dev_select,split_97ba63a9a55f11cf,hybrid,data/raw/public/sroie/SROIE2019/test/img/X51007339127.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_ec09f3d1e6bc59.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\hybrid\sroie_page_ec09f3d1e6bc59.json,general,55,55,4,0,4,1.0,1.0,1.0,1.0,0.9205735216901754,false,false,true,,development
sroie_page_ec09f3d1e6bc59__paddleocr,development-c155e2ba6dcfb4b6,sroie_doc_0c2c0ea9b9fce6,sroie_page_ec09f3d1e6bc59,sroie,receipt,en,dev_select,split_97ba63a9a55f11cf,paddleocr,data/raw/public/sroie/SROIE2019/test/img/X51007339127.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_ec09f3d1e6bc59.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\paddleocr\sroie_page_ec09f3d1e6bc59.json,general,47,47,4,0,4,1.0,1.0,1.0,1.0,0.9760586761855276,true,false,true,,development
sroie_page_767a2ed4eeefae__ground_truth,development-c155e2ba6dcfb4b6,sroie_doc_f39bf9ab035f41,sroie_page_767a2ed4eeefae,sroie,receipt,en,test_in_domain,split_db9ab5739c9e4cfe,ground_truth,data/raw/public/sroie/SROIE2019/train/img/X51005442333.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_767a2ed4eeefae.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\ground_truth\sroie_page_767a2ed4eeefae.json,,43,43,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
sroie_page_767a2ed4eeefae__hybrid,development-c155e2ba6dcfb4b6,sroie_doc_f39bf9ab035f41,sroie_page_767a2ed4eeefae,sroie,receipt,en,test_in_domain,split_db9ab5739c9e4cfe,hybrid,data/raw/public/sroie/SROIE2019/train/img/X51005442333.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_767a2ed4eeefae.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\hybrid\sroie_page_767a2ed4eeefae.json,general,48,48,4,0,4,0.9767441860465116,1.0,1.0,1.0,0.9425161208893973,false,false,true,,development
sroie_page_767a2ed4eeefae__paddleocr,development-c155e2ba6dcfb4b6,sroie_doc_f39bf9ab035f41,sroie_page_767a2ed4eeefae,sroie,receipt,en,test_in_domain,split_db9ab5739c9e4cfe,paddleocr,data/raw/public/sroie/SROIE2019/train/img/X51005442333.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_767a2ed4eeefae.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\paddleocr\sroie_page_767a2ed4eeefae.json,general,44,44,4,0,4,0.9767441860465116,1.0,1.0,1.0,0.9766608482732421,true,false,true,,development
sroie_page_33e3669c496d80__ground_truth,development-c155e2ba6dcfb4b6,sroie_doc_c5efaeda5ddfae,sroie_page_33e3669c496d80,sroie,receipt,en,train,split_d03dd97c9ac11a35,ground_truth,data/raw/public/sroie/SROIE2019/train/img/X51005442383.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_33e3669c496d80.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\ground_truth\sroie_page_33e3669c496d80.json,,55,55,4,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
sroie_page_33e3669c496d80__hybrid,development-c155e2ba6dcfb4b6,sroie_doc_c5efaeda5ddfae,sroie_page_33e3669c496d80,sroie,receipt,en,train,split_d03dd97c9ac11a35,hybrid,data/raw/public/sroie/SROIE2019/train/img/X51005442383.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_33e3669c496d80.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\hybrid\sroie_page_33e3669c496d80.json,general,67,67,4,0,4,0.8909090909090909,1.0,1.0,1.0,0.8766168830260448,false,false,true,,development
sroie_page_33e3669c496d80__paddleocr,development-c155e2ba6dcfb4b6,sroie_doc_c5efaeda5ddfae,sroie_page_33e3669c496d80,sroie,receipt,en,train,split_d03dd97c9ac11a35,paddleocr,data/raw/public/sroie/SROIE2019/train/img/X51005442383.jpg,data/processed/normalized_ie_annotations/sroie/sroie_page_33e3669c496d80.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\train\paddleocr\sroie_page_33e3669c496d80.json,general,54,54,4,0,4,0.8909090909090909,1.0,1.0,1.0,0.955999183291549,true,false,true,,development
fatura_page_9753d423f89c22__ground_truth,development-c155e2ba6dcfb4b6,fatura_doc_73d34fb982080f,fatura_page_9753d423f89c22,fatura,invoice,tr,dev_calibration,split_c07b72bcab851bd8,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template45_Instance166.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9753d423f89c22.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\ground_truth\fatura_page_9753d423f89c22.json,,65,65,8,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
fatura_page_9753d423f89c22__hybrid,development-c155e2ba6dcfb4b6,fatura_doc_73d34fb982080f,fatura_page_9753d423f89c22,fatura,invoice,tr,dev_calibration,split_c07b72bcab851bd8,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template45_Instance166.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9753d423f89c22.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\hybrid\fatura_page_9753d423f89c22.json,general,81,81,8,0,7,0.9538461538461539,1.0,1.0,1.0,0.7178693816419786,false,false,true,,development
fatura_page_9753d423f89c22__paddleocr,development-c155e2ba6dcfb4b6,fatura_doc_73d34fb982080f,fatura_page_9753d423f89c22,fatura,invoice,tr,dev_calibration,split_c07b72bcab851bd8,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template45_Instance166.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9753d423f89c22.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_calibration\paddleocr\fatura_page_9753d423f89c22.json,general,33,33,6,0,7,0.9538461538461539,0.75,1.0,1.0,0.8925547483177837,true,false,true,,development
fatura_page_3b133fb620a571__ground_truth,development-c155e2ba6dcfb4b6,fatura_doc_41a3118d098912,fatura_page_3b133fb620a571,fatura,invoice,tr,dev_select,split_929a3cca33f05b1f,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template2_Instance97.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_3b133fb620a571.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\ground_truth\fatura_page_3b133fb620a571.json,,52,52,7,0,7,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
fatura_page_3b133fb620a571__hybrid,development-c155e2ba6dcfb4b6,fatura_doc_41a3118d098912,fatura_page_3b133fb620a571,fatura,invoice,tr,dev_select,split_929a3cca33f05b1f,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template2_Instance97.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_3b133fb620a571.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\hybrid\fatura_page_3b133fb620a571.json,general,62,62,7,0,7,0.9230769230769231,1.0,1.0,1.0,0.7182595159921774,false,false,true,,development
fatura_page_3b133fb620a571__paddleocr,development-c155e2ba6dcfb4b6,fatura_doc_41a3118d098912,fatura_page_3b133fb620a571,fatura,invoice,tr,dev_select,split_929a3cca33f05b1f,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template2_Instance97.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_3b133fb620a571.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\dev_select\paddleocr\fatura_page_3b133fb620a571.json,general,25,25,5,0,7,0.9230769230769231,0.7142857142857143,1.0,1.0,0.8833659167215133,true,false,true,,development
fatura_page_c1a79b00db059f__ground_truth,development-c155e2ba6dcfb4b6,fatura_doc_9843375de1fbef,fatura_page_c1a79b00db059f,fatura,invoice,tr,test_in_domain,split_4964325b644ab927,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template49_Instance65.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c1a79b00db059f.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\ground_truth\fatura_page_c1a79b00db059f.json,,71,71,9,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,development
fatura_page_c1a79b00db059f__hybrid,development-c155e2ba6dcfb4b6,fatura_doc_9843375de1fbef,fatura_page_c1a79b00db059f,fatura,invoice,tr,test_in_domain,split_4964325b644ab927,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template49_Instance65.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c1a79b00db059f.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\development\development-c155e2ba6dcfb4b6\test_in_domain\hybrid\fatura_page_c1a79b00db059f.json,general,84,84,9,0,6,0.971830985915493,1.0,1.0,1.0,0.7310759719703485,false,false,true,,development
